ID;PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
267;11532378;Serum levels of interleukin-6 and interleukin-10 correlate with total skin thickness score in patients with systemic sclerosis;Sato S, Hasegawa M, Takehara K.;"J Dermatol Sci. 2001 Oct;27(2):140-6. doi: 10.1016/s0923-1811(01)00128-1.";Sato S;J Dermatol Sci;2001;05/09/2001;NA;NA;10.1016/s0923-1811(01)00128-1
268;2083081;Objective assessment of topical anti-inflammatory drug activity on experimentally induced nickel contact dermatitis: comparison between visual scoring, colorimetry, laser Doppler velocimetry and transepidermal water loss;Queille-Roussel C, Duteil L, Padilla JM, Poncet M, Czernielewski J.;"Skin Pharmacol. 1990;3(4):248-55. doi: 10.1159/000210877.";Queille-Roussel C;Skin Pharmacol;1990;01/01/1990;NA;NA;10.1159/000210877
269;18311761;Alternative scoring of the Cutaneous Assessment Tool in juvenile dermatomyositis: results using abbreviated formats;"Huber AM, Lachenbruch PA, Dugan EM, Miller FW, Rider LG; Juvenile Dermatomyositis Disease Activity Collaborative Study Group.";"Arthritis Rheum. 2008 Mar 15;59(3):352-6. doi: 10.1002/art.23313.";Huber AM;Arthritis Rheum;2008;04/03/2008;PMC2598766;NIHMS45079;10.1002/art.23313
270;17433002;Atopic dermatitis: quality of life of young Italian children and their families and correlation with severity score;Ricci G, Bendandi B, Bellini F, Patrizi A, Masi M.;"Pediatr Allergy Immunol. 2007 May;18(3):245-9. doi: 10.1111/j.1399-3038.2006.00502.x.";Ricci G;Pediatr Allergy Immunol;2007;17/04/2007;NA;NA;10.1111/j.1399-3038.2006.00502.x
271;16428150;Effectiveness of climatotherapy at the Dead Sea for psoriasis vulgaris: A community-oriented study introducing the 'Beer Sheva Psoriasis Severity Score';Cohen AD, Van-Dijk D, Naggan L, Vardy DA.;"J Dermatolog Treat. 2005;16(5-6):308-13. doi: 10.1080/09546630500375841.";Cohen AD;J Dermatolog Treat;2005;24/01/2006;NA;NA;10.1080/09546630500375841
272;30506714;Comparison of 2-D shear wave elastography with clinical score in localized scleroderma: A new method to increase the diagnostic accuracy;Wang Y, Shan JL, Chen HY, Wu ZF.;"J Dermatol. 2019 Feb;46(2):131-138. doi: 10.1111/1346-8138.14713. Epub 2018 Dec 3.";Wang Y;J Dermatol;2019;04/12/2018;NA;NA;10.1111/1346-8138.14713
273;12657392;A severity score for complicated skin and soft tissue infections derived from phase III studies of linezolid;Wilson SE, Solomkin JS, Le V, Cammarata SK, Bruss JB.;"Am J Surg. 2003 Apr;185(4):369-75. doi: 10.1016/s0002-9610(02)01411-3.";Wilson SE;Am J Surg;2003;27/03/2003;NA;NA;10.1016/s0002-9610(02)01411-3
274;32326955;A caregiver-reported global severity assessment in pediatric atopic eczema: the Comano score;Giovannini M, Geat D, Barlocco G, Pertile R, Mori F, Filippeschi C, Novembre E, Cristofolini M, Baldo E.;"Ital J Pediatr. 2020 Apr 23;46(1):50. doi: 10.1186/s13052-020-0805-9.";Giovannini M;Ital J Pediatr;2020;25/04/2020;PMC7181490;NA;10.1186/s13052-020-0805-9
275;19671126;The value of a wound score for diabetic foot infections in predicting treatment outcome: a prospective analysis from the SIDESTEP trial;Lipsky BA, Polis AB, Lantz KC, Norquist JM, Abramson MA.;"Wound Repair Regen. 2009 Sep-Oct;17(5):671-7. doi: 10.1111/j.1524-475X.2009.00521.x. Epub 2009 Aug 11.";Lipsky BA;Wound Repair Regen;2009;13/08/2009;NA;NA;10.1111/j.1524-475X.2009.00521.x
276;25713022;Development and validation of a melanoma risk score based on pooled data from 16 case-control studies;Davies JR, Chang YM, Bishop DT, Armstrong BK, Bataille V, Bergman W, Berwick M, Bracci PM, Elwood JM, Ernstoff MS, Green A, Gruis NA, Holly EA, Ingvar C, Kanetsky PA, Karagas MR, Lee TK, Le Marchand L, Mackie RM, Olsson H, Østerlind A, Rebbeck TR, Reich K, Sasieni P, Siskind V, Swerdlow AJ, Titus L, Zens MS, Ziegler A, Gallagher RP, Barrett JH, Newton-Bishop J.;"Cancer Epidemiol Biomarkers Prev. 2015 May;24(5):817-24. doi: 10.1158/1055-9965.EPI-14-1062. Epub 2015 Feb 24.";Davies JR;Cancer Epidemiol Biomarkers Prev;2015;26/02/2015;PMC4487528;NIHMS663274;10.1158/1055-9965.EPI-14-1062
277;21414011;Patient-Oriented SCORAD (PO-SCORAD): a new self-assessment scale in atopic dermatitis validated in Europe;"Stalder JF, Barbarot S, Wollenberg A, Holm EA, De Raeve L, Seidenari S, Oranje A, Deleuran M, Cambazard F, Svensson A, Simon D, Benfeldt E, Reunala T, Mazereeuv J, Boralevi F, Kunz B, Misery L, Mortz CG, Darsow U, Gelmetti C, Diepgen T, Ring J, Moehrenschlager M, Gieler U, Taïeb A; PO-SCORAD Investigators Group.";"Allergy. 2011 Aug;66(8):1114-21. doi: 10.1111/j.1398-9995.2011.02577.x. Epub 2011 Mar 18.";Stalder JF;Allergy;2011;19/03/2011;NA;NA;10.1111/j.1398-9995.2011.02577.x
278;15294022;DLQI scores in vitiligo: reliability and validity of the Persian version;Aghaei S, Sodaifi M, Jafari P, Mazharinia N, Finlay AY.;"BMC Dermatol. 2004 Aug 4;4:8. doi: 10.1186/1471-5945-4-8.";Aghaei S;BMC Dermatol;2004;06/08/2004;PMC514558;NA;10.1186/1471-5945-4-8
279;29914516;Reliability of LoSCAT score for activity and tissue damage assessment in a large cohort of patients with Juvenile Localized Scleroderma;Agazzi A, Fadanelli G, Vittadello F, Zulian F, Martini G.;"Pediatr Rheumatol Online J. 2018 Jun 18;16(1):37. doi: 10.1186/s12969-018-0254-9.";Agazzi A;Pediatr Rheumatol Online J;2018;20/06/2018;PMC6006585;NA;10.1186/s12969-018-0254-9
280;12535287;Validation and clinical relevance of a novel scalp coverage scoring method;Van Neste D, Leroy T, Sandraps E.;"Skin Res Technol. 2003 Feb;9(1):64-72. doi: 10.1034/j.1600-0846.2003.00368.x.";Van Neste D;Skin Res Technol;2003;22/01/2003;NA;NA;10.1034/j.1600-0846.2003.00368.x
281;17531782;A single-center pilot validation study of a new chronic GVHD skin scoring system;Greinix HT, Pohlreich D, Maalouf J, Soukup P, Supper V, Kalhs P, Knobler RM.;"Biol Blood Marrow Transplant. 2007 Jun;13(6):715-23. doi: 10.1016/j.bbmt.2007.02.007. Epub 2007 Apr 23.";Greinix HT;Biol Blood Marrow Transplant;2007;29/05/2007;NA;NA;10.1016/j.bbmt.2007.02.007
282;20579644;Hirsutism scoring in polycystic ovary syndrome: concordance between clinicians' and patients' self-scoring;Espinós JJ, Calaf J, Estadella J, Checa MA.;"Fertil Steril. 2010 Dec;94(7):2815-6. doi: 10.1016/j.fertnstert.2010.05.022. Epub 2010 Jun 25.";Espinós JJ;Fertil Steril;2010;29/06/2010;NA;NA;10.1016/j.fertnstert.2010.05.022
283;1466184;A double-blind comparison of two creams containing urea as the active ingredient. Assessment of efficacy and side-effects by non-invasive techniques and a clinical scoring scheme;Serup J.;"Acta Derm Venereol Suppl (Stockh). 1992;177:34-43.";Serup J;Acta Derm Venereol Suppl (Stockh);1992;01/01/1992;NA;NA;NA
284;34491666;"Hindi translation and validation of quality of life score in Indian patients with epidermolysis bullosa; and its correlation with the clinical severity assessment scores: A cross-sectional study";Bishnoi A, Manjunath S, Kishore K, De D, Handa S, Murrell DF, Mahajan R.;"Indian J Dermatol Venereol Leprol. 2022 Mar-Apr;88(2):177-183. doi: 10.25259/IJDVL_31_20.";Bishnoi A;Indian J Dermatol Venereol Leprol;2022;07/09/2021;NA;NA;10.25259/IJDVL_31_20
285;21986157;Hirsutism score and the severity of hyperandrogenism associated with polycystic ovary syndrome in the southeastern region of Turkey;Demir B, Pasa S, Demir S, Tumer C, Atay AE, Gul T, Atamer Y.;"J Int Med Res. 2011;39(4):1529-35. doi: 10.1177/147323001103900443.";Demir B;J Int Med Res;2011;12/10/2011;NA;NA;10.1177/147323001103900443
286;17205494;The Ulcerated Leg Severity Assessment score for prediction of venous leg ulcer healing;Kulkarni SR, Gohel MS, Wakely C, Minor J, Poskitt KR, Whyman MR.;"Br J Surg. 2007 Feb;94(2):189-93. doi: 10.1002/bjs.5597.";Kulkarni SR;Br J Surg;2007;06/01/2007;NA;NA;10.1002/bjs.5597
287;25660989;Correlation between Objective SCORAD and Three-Item Severity Score used by physicians and Objective PO-SCORAD used by parents/patients in children with atopic dermatitis;van Oosterhout M, Janmohamed SR, Spierings M, Hiddinga J, de Waard-van der Spek FB, Oranje AP.;"Dermatology. 2015;230(2):105-12. doi: 10.1159/000367689. Epub 2015 Jan 31.";van Oosterhout M;Dermatology;2015;10/02/2015;NA;NA;10.1159/000367689
288;28625808;Relationship between EASI and SCORAD severity assessments for atopic dermatitis;Chopra R, Vakharia PP, Sacotte R, Patel N, Immaneni S, White T, Kantor R, Hsu DY, Silverberg JI.;"J Allergy Clin Immunol. 2017 Dec;140(6):1708-1710.e1. doi: 10.1016/j.jaci.2017.04.052. Epub 2017 Jun 15.";Chopra R;J Allergy Clin Immunol;2017;20/06/2017;PMC5723207;NIHMS885299;10.1016/j.jaci.2017.04.052
289;25887796;Patient-centered psoriatic arthritis (PsA) activity assessment by Stockerau Activity Score for Psoriatic Arthritis (SASPA);Leeb BF, Haindl PM, Brezinschek HP, Mai HT, Deutsch C, Rintelen B.;"BMC Musculoskelet Disord. 2015 Apr 1;16:73. doi: 10.1186/s12891-015-0512-7.";Leeb BF;BMC Musculoskelet Disord;2015;19/04/2015;PMC4393861;NA;10.1186/s12891-015-0512-7
290;22747950;Predictive validity of weekly monitoring of wound status using DESIGN-R score change for pressure ulcer healing: a multicenter prospective cohort study;"Iizaka S, Sanada H, Matsui Y, Furue M, Tachibana T, Nakayama T, Sugama J, Furuta K, Tachi M, Tokunaga K, Miyachi Y; Scientific Education Committee of the Japanese Society of Pressure Ulcers.";"Wound Repair Regen. 2012 Jul-Aug;20(4):473-81. doi: 10.1111/j.1524-475X.2012.00778.x.";Iizaka S;Wound Repair Regen;2012;04/07/2012;NA;NA;10.1111/j.1524-475X.2012.00778.x
291;24064003;Validation of a score tool for measurement of histological severity in juvenile dermatomyositis and association with clinical severity of disease;"Varsani H, Charman SC, Li CK, Marie SK, Amato AA, Banwell B, Bove KE, Corse AM, Emslie-Smith AM, Jacques TS, Lundberg IE, Minetti C, Nennesmo I, Rushing EJ, Sallum AM, Sewry C, Pilkington CA, Holton JL, Wedderburn LR; UK Juvenile Dermatomyositis Research Group.";"Ann Rheum Dis. 2015 Jan;74(1):204-10. doi: 10.1136/annrheumdis-2013-203396. Epub 2013 Sep 24.";Varsani H;Ann Rheum Dis;2015;26/09/2013;PMC4283618;NA;10.1136/annrheumdis-2013-203396
292;9292072;Characterization of irritant patch test reactions to topical D vitamins and all-trans retinoic acid in comparison with sodium lauryl sulphate. Evaluation by clinical scoring and multiparametric non-invasive measuring techniques;Fullerton A, Serup J.;"Br J Dermatol. 1997 Aug;137(2):234-40. doi: 10.1046/j.1365-2133.1997.18111911.x.";Fullerton A;Br J Dermatol;1997;01/08/1997;NA;NA;10.1046/j.1365-2133.1997.18111911.x
293;10334682;A patient-derived disease activity score can substitute for a physician-derived disease activity score in clinical research;Houssien DA, Stucki G, Scott DL.;"Rheumatology (Oxford). 1999 Jan;38(1):48-52. doi: 10.1093/rheumatology/38.1.48.";Houssien DA;Rheumatology (Oxford);1999;20/05/1999;NA;NA;10.1093/rheumatology/38.1.48
294;10563710;Lipodystrophy defined by a clinical score in HIV-infected men on highly active antiretroviral therapy: correlation between dyslipidaemia and steroid hormone alterations;Christeff N, Melchior JC, de Truchis P, Perronne C, Nunez EA, Gougeon ML.;"AIDS. 1999 Nov 12;13(16):2251-60. doi: 10.1097/00002030-199911120-00007.";Christeff N;AIDS;1999;24/11/1999;NA;NA;10.1097/00002030-199911120-00007
295;29511009;Factor structure and convergent validity of the Derriford Appearance Scale-24 using standard scoring versus treating 'not applicable' responses as missing data: a Scleroderma Patient-centered Intervention Network (SPIN) cohort study;"Merz EL, Kwakkenbos L, Carrier ME, Gholizadeh S, Mills SD, Fox RS, Jewett LR, Williamson H, Harcourt D, Assassi S, Furst DE, Gottesman K, Mayes MD, Moss TP, Thombs BD, Malcarne VL; SPIN Investigators.";"BMJ Open. 2018 Mar 6;8(3):e018641. doi: 10.1136/bmjopen-2017-018641.";Merz EL;BMJ Open;2018;08/03/2018;PMC5855329;NA;10.1136/bmjopen-2017-018641
296;19843682;Associations between silicone skin cast score, cumulative sun exposure, and other factors in the ausimmune study: a multicenter Australian study;Lucas RM, Ponsonby AL, Dear K, Taylor BV, Dwyer T, McMichael AJ, Valery P, van der Mei I, Williams D, Pender MP, Chapman C, Coulthard A, Kilpatrick T.;"Cancer Epidemiol Biomarkers Prev. 2009 Nov;18(11):2887-94. doi: 10.1158/1055-9965.EPI-09-0191. Epub 2009 Oct 20.";Lucas RM;Cancer Epidemiol Biomarkers Prev;2009;22/10/2009;NA;NA;10.1158/1055-9965.EPI-09-0191
297;31511042;Relationship of mottling score, skin microcirculatory perfusion indices and biomarkers of endothelial dysfunction in patients with septic shock: an observational study;Kazune S, Caica A, Volceka K, Suba O, Rubins U, Grabovskis A.;"Crit Care. 2019 Sep 11;23(1):311. doi: 10.1186/s13054-019-2589-0.";Kazune S;Crit Care;2019;13/09/2019;PMC6739999;NA;10.1186/s13054-019-2589-0
298;9451264;Can primary prevention or selective screening for melanoma be more precisely targeted through general practice? A prospective study to validate a self administered risk score;Jackson A, Wilkinson C, Ranger M, Pill R, August P.;"BMJ. 1998 Jan 3;316(7124):34-8; discussion 38-9. doi: 10.1136/bmj.316.7124.34.";Jackson A;BMJ;1998;06/02/1998;PMC2665326;NA;10.1136/bmj.316.7124.34
